Titre;Description Longue;Commune;code_postal;INSEE;Dispotifs Covid;Statut;Labels;Catégorie;geopoint;adresse
MAS DES BROUSSES;"Après avoir travaillés dans d’autres régions viticoles, avec l’envie de réaliser un projet commun,  Xavier et Géraldine Peyraud Combes se sont installés en 1997 sur le domaine familial de Géraldine dont la production était destinée à la cave coopérative. Un travail d’encépagement avait déjà commencé, depuis leur installation ils poursuivent cet effort ; par ses origines viticoles Xavier a souhaité implanter dès leur arrivée le mourvêdre qui prend une part de plus en plus importante dans la culture et dans l’identité de leurs cuvées Terrasses du Larzac (Mas des Brousses et Mataro). Accueil sur rdv (06 16 94 69 99).";PUECHABON;34150;34221;;;Agriculture Biologique;;43.7152366, 3.6173989;2, Chemin du Bois
MAS DE CAPDANIEL;"Entre vignes et garrigues, au cœur des Terrasses du Larzac, le Mas de Capdaniel vous invite à découvrir ses paysages, son terroir et ses vins.
Sophie Joullié et Fredy Fermaud, vignerons du domaine, vous accueillent dans leur chai tous les jours sur rendez-vous.
Situé à Gignac en lisière de bois, face au Pic Baudille et au massif de la Séranne, le vignoble conduit en Agriculture Biologique s’étend sur 12 hectares d’un seul tenant, sur des sols argilo-calcaires, de grès et de cailloutis. 
Un paysage ouvert et lumineux, un environnement naturel préservé ; un encépagement typique du terroir méditerranéen : Grenache, Syrah, Mourvèdre, Carignan et Cinsault, Grenache Gris et vermentino. 
En cave, chaque geste est guidé par la volonté d'élaborer des vins authentiques, élégants, de révéler l'expression la plus juste du terroir. 
Visites et dégustations tous les jours sur rdv";GIGNAC;34150;34114;;Cave particulière;Agriculture Biologique;Vente de vins au caveau;43.6412232, 3.5758257;Domaine
LE MAS DE CATI;"Dégustation d'huîtres et de brasucade de moules, du producteur au consommateur, dans un authentique mas conchylicole, au bord de la lagune de Thau. Vue magnifique et imprenable !
Vente directe au mas d’huitres, moules et plateaux de fruit de mer 
Parking privatif et carrossable bus.
Nous accueillons également les groupes toute l'année.";MEZE;34140;34157;;Producteur;Bienvenue à la ferme;Vente de produits à la ferme;43.4115151, 3.58685688;"Lieu dit ""les Amoutous"""
MAS GABAREL;"Domaine de quinze hectares de vigne en agriculture biologique.

Le vignoble est composé de plusieurs cépages, implantés sur plusieurs natures de sols et différentes expositions, ce qui donne un maximum de produits différents . Ceci permet d'élaborer en entrée de gamme une cuvée sur le fruit souple et gourmande disponible dans les trois couleurs, en cœur de gamme un blanc et un rouge plus complexes et plus concentrés, et un haut de gamme rouge élevé en fût, ainsi qu'un 100 % Muscat petit grain, en IGP Cotes de Thongue.

Dégustation et visite gratuite toute l’année sur rendez-vous.";VALROS;34290;34325;"- Caveau ouvert uniquement sur rendez-vous  au 06 13 49 39 54                                                                                            
- Vente sur place                                                                                                                   
- Commandes et livraisons assurées sur biterrois et le piscenois";Cave particulière;Agriculture Biologique;Vente de vins au caveau;43.4245898, 3.3613552;Avenue du petit train
MAS DE CLANNY;"A ST Félix de Lodez, petit domaine à taille humaine de 6ha en bio depuis 2008.
Nous travaillons dans le respect du sol et du végétal en utilisant le moins d'intrants extérieurs.
Nous vinifions environ 100hls en rouge Languedoc et Terrasses du Larzac, rosé Languedoc et blanc IGP Oc.
Les ventes se font en circuits courts au caveau, marchés locaux, cavites et magasins bio.";SAINT-FELIX-DE-LODEZ;34725;34254;Ouverture 7j/7j 9h-12h30 et 15h-19h sur appel téléphonique au 0668365370;Cave particulière;Bienvenue à la ferme;Vente de vins au caveau;43.6604363, 3.4565598;154 chemin des crassières
LA MOULE OCCITANE;Producteurs de moules pleine mer et affineurs d’huîtres en mer, ils vous proposent des produits frais tout au long de l’année. En saison, profitez de dégustations sur place pour savourer ces délices marins dans un cadre convivial. Des plateaux de fruits de mer à emporter sont également disponibles pour un moment gourmand à partager. Leur savoir-faire et leur passion vous assurent une qualité irréprochable, pour des instants de pure fraîcheur. Une adresse incontournable pour les amoureux de fruits de mer et de saveurs marines.;VENDRES-PLAGE;34350;34329;;Producteur;;Vente des produits de l’exploitation;43.3447, 3.2202;Mas N°2 et 3 Pointe du Chichoulet
L'OUSTAL DELS AGRADELS;"A Cébazan, entre Canal du Midi et vignobles du Saint-Chinian découvrez L'Oustal dels Agradels, un petit domaine vinicole dispersé sur 3 terroirs (grés, marne- gréseuse, dolomite). L’assemblage terroir/cépage/millésime dicte sa conduite, ses choix techniques et oenologiques au vigneron qui, avec des moyens simples confère à ses vins leur identité et leur authenticité.  Vente de vin rouge, et rosé en direct au domaine.

La chance du domaine L'Oustal dels Agradels, est d’avoir une cohérence terroir/cépage qui permet une caractérisation de l’expression amenée par ce mariage. La culture est effectuée de manière traditionnelle avec le respect de la vigne et du sol et l’utilisation du minimum d’intrant.

La vinification effectuée de façon traditionnelle donne une authenticité et une identité propre à chacun des cépages; ils sont vinifiés séparément et les assemblages n’ont lieu qu’une fois le vin fini; de là le vin est élevé - mise en barrique.

Dégustation gratuite à la cave.";SAINT-CHINIAN;34360;34070;"distances
solution d alcoolique";Cave particulière;;Vente de vin à la propriété (pas de caveau);43.403094, 2.974647;53 route Nationale
M. HOSFORD NIGEL;Production d'huile d'olive Bio, olives de table et tapenades. Nigel exploite les oliviers du Pont du Diable.;SAINT-JEAN-DE-FOS;34150;34267;;Producteur;Ecocert;Vente des produits de l’exploitation;43.6989562, 3.54172141;296 Chemin de Las Paures
CHARCUTERIE DU SALAGOU;À Mérifons, au cœur du Grand Site, Luc Martin, éleveur, naisseur, engraisseur et transformateur, vous fait découvrir son élevage en plein air de 150 cochons rouges, ancienne race Duroc. Pas d' OGM ni sel nitraté pour la charcuterie . Boutique sur l'exploitation, et vente sur les marchés du coin. La visite mérite le détour !;MERIFONS;34800;34156;;Eleveur;Bienvenue à la ferme;Vente de produits à la ferme;43.6351749, 3.28571699;GAEC de Mérifons
BRASSERIE ARTISANALE LÀSARDE;"La Brasserie LÀSARDE produit ses bières sur place : de la production à la mise en bouteille, vous avez la possibilité de visiter son laboratoire.
Dans une ambiance chaleureuse autour du bar et de son patio. La Brasserie LÀSARDE vous propose principalement ses 5 bières à consommer sur place au verre et à la pression. 
« L’occitoise »
Une bière blonde de caractère, équilibrée entre amertume et fine touche d’agrume.
 « La source des moines »
Une bière brune, couleur ambrée, douce, légère et aérée.
""La Làsarde""
Une bière blonde blanche florale et agrume.

Ainsi que deux autres bières, une à l'hibiscus et l'autre en New IPA...

En souvenir, pour apprécier davantage, la boutique LÀSARDE vous permet de vous offrir à emporter les bouteilles de la production aux deux formats 33cl ou 75cl.
Ouverte toute l’année, la brasserie artisanale LÀSARDE, vous souhaite la bienvenue.

Possibilité de se restaurer sur place autour de bières et d'assiettes gourmandes !";SAINT-GUILHEM-LE-DESERT;34150;34261;;Brasseur;;Vente des produits de l’exploitation;43.7348818, 3.54807519;20, Rue du bout du monde
LA CUEILLETTE DE SAINT AUBIN;Un grand jardin en pleine campagne accueille les particuliers pour choisir et cueillir eux-mêmes, au rythme des saisons, des légumes, fruits et fleurs à couper. La cueillette est également présente sur les marchés : le mercredi matin à Lespignan, le mercredi soir place Jean Jaurès à Béziers, le vendredi et dimanche matin à Vendres, et le samedi matin à Lieuran les Béziers.;LESPIGNAN;34710;34135;;Producteur;;Vente des produits de l’exploitation;43.27565, 3.169137;Route de Colombiers
LA GORGE FRAICHE;Les Piliers du Sud ont imaginé une potion anti gorge sèche. Cette bière artisanale Sud de France, que les anciens ont baptisé La Gorge Fraîche, rafraîchit efficacement la soif qui sévit dans les contrées de l’Occitanie. Elaborée et conditionnée intégralement dans le Midi, La Gorge Fraîche est un concentré de sud qui vous transporte instantanément sur la place du village, sous l’ombre protectrice des platanes.;BEZIERS;34500;34032;"Boutique ouverte aux horaires indiqués. 
Vous pouvez aussi vous rendre sur notre site internet et vous faire livrer dans la France entière.";Brasseur;;Vente des produits de l’exploitation;43.3341794, 3.2224449;2 Avenue Joseph Lazare
DOMAINE DE SOUSTRES;Le Domaine de Soustres se situe sur la colline de l'Oppidum d'Ensérune, considéré comme le berceau du vin en France. C'est ici que les Étrusques et les Grecs ont introduit la culture de la vigne. Découvrez un vignoble historique, cultivé depuis l'Antiquité, dans un cadre remarquable. Visitez un chai centenaire avec ses impressionnants foudres et dégustez des vins aromatiques et élégants, vinifiés en petites cuvées. Profitez de la visite commentée gratuite du chai, d'une balade libre dans le vignoble et d'une dégustation des vins du domaine.;MONTADY;34310;34161;"> commandes en ligne avec ""click & collect"" ou livraison à domicile (gratuit en proximité et payant au-delà - cf. conditions sur e.boutique)
> boutique ouverte lundi au vendredi 10h-12h/14h-16h";Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.317706, 3.102811;Chemin de Soustres
GAEC DE LA BASSE PLAINE;À la bergerie de la Gairarde, à Vendres, Fred et Gaby, bergers-éleveurs passionnés, élèvent un troupeau de brebis et de chèvres en plein air. Leur exploitation, spécialisée dans l’élevage ovin et caprin, allie tradition et modernité pour offrir une viande ovine savoureuse et des fromages de chèvre authentiques. Leur production, issue d’un élevage extensif respectueux du terroir, est disponible en circuits courts : marchés hebdomadaires à Vendres, Lespignan, Nissan et Sauvian, ainsi que lors de foires locales. Commandez également directement leurs viandes d’agneaux et leurs fromages pour savourer des produits d’exception.;VENDRES;34350;34329;;Eleveur;;Vente de produits à la ferme;43.2370353, 3.2622923;Domaine de la Gairarde
DOMAINE VIDAL;Depuis plusieurs générations, la famille Vidal cultive des cépages variés sur un domaine viticole à taille humaine. Le domaine propose une sélection de vins rouges et rosés, disponibles en bouteille, en vrac ou en contenant. Cette année, une nouveauté fait son apparition : le grenache blanc, qui se décline également en vrac et en outre. Attentive au respect du terroir et à la qualité de ses produits, la famille Vidal perpétue une tradition vinicole qui fait honneur à la région, offrant des vins d'exception à chaque récolte.;LESPIGNAN;34710;34135;;Producteur;Agriculture raisonnée;Vente de vins au caveau;43.2728611, 3.17236532;Le Boulevard
LA BRASSERIE BRESCOU;"La Brasserie artisanale Brescou situé en Agde dans l'Hérault, Languedoc-Roussillon, Occitanie, produit une large gamme de bières, labellisée Sud de France, de style blonde, blanche, ambrée, mistral ( French Pale Ale ), Barberoussette ( Wheat Pale Ale ), India Pale Ale, New England IPA et la Surfing Hops – Double IPA.
Les bières sont brassées et embouteillées sur place à partir d’orges et de blé français issue d’une malterie française à Issoudun (36).
La Brasserie a été récompensée par trois médailles, Or et Argent, aux Concours International de Lyon en 2019 et 2022.

Cette spécialité locale est disponible en  vente directe à la brasserie ou dans les cafés, hôtels, restaurants, caves et épiceries fines de l'agglomération Hérault Méditerranée.";AGDE;34300;34003;;Brasseur;;Artisanat gourmand;43.3090512, 3.49624564;17 rue Pierre Paul Riquet
DOMAINE DES TROIS SENS;"Après 4 ans de vie citadine dans l’agglomération toulousaine, Alexis Vialettes décide de retrouver le chemin des vignes de son grand-père et de son père.
Pour sa première saison viticole, il reprend l’exploitation familiale de 8 hectares avec le rêve de devenir vigneron.
Il créé son propre chai de vinification et d’élevage à Saint-André-de-Sangonis  dont il est originaire.
Au domaine, la vendange est manuelle et s’effectue en famille. Les raisins sont triés sur pied et acheminés avec des comportes à la cave. Chaque grappe est éraflée avant l’encuvage.
Le chai est équipé de cuves inox thermorégulées pour la réception de vendange et la vinification.
En fonction du millésime, la cuvaison peut durer entre quinze et vingt jours. Pigeages et remontages sont effectués quotidiennement pour obtenir des extractions douces.
Une fois les malolactiques terminées les vins sont entonnés dans des fûts de 225 litres pour un élevage de 16 mois.";SAINT-ANDRE-DE-SANGONIS;34725;34239;;Cave particulière;;Vente de vin à la propriété (pas de caveau);43.649887, 3.500401;16 Cours Grégoire
DOMAINE DE L'ENVOLEE;"C'est avec un brin de folie qu' Alix et Christophe décident en 2010 d'entreprendre une reconversion professionnelle pour vivre leurs rêves et créer leur propre domaine ! Après s'être formés quelques années et avoir sillonné le vignoble du Languedoc, c'est à Tourbes, à coté de Pézenas, qu’ils trouvent le bonheur et qu’ils s’installent en 2013.

Aujourd'hui le domaine compte 6 hectares de vignes et 4 gîtes. Ils ont toujours eu à cœur le respect de la nature et de l’environnement. C'est donc très naturellement qu’ils ont engagé une démarche pour être labellisés en agriculture biologique en 2020.

Leurs vins en quelques mots : fraîcheur, vivacité, caractère, gourmandise et plaisir. Des vins à leur image !
N’hésitez pas à  les rencontrer pour déguster leurs premières cuvées et partager leur passion de producteurs ... Que du bonheur !

#sejourœno";TOURBES;34120;34311;;Cave particulière;Agriculture raisonnée;Vente de vins au caveau;43.4272912, 3.38683393;Lieu-dit Saint-Jean
